video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.516.524.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.606.625.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.157.179.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.172.194.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.71.94.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.9.32.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.265.288.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.267.292.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.222.237.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.231.246.MP4,,
