video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.544.552.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.638.650.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.455.473.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.471.489.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.513.532.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.449.468.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.511.532.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.534.555.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.305.321.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.313.330.MP4,,
