video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.386.399.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.480.500.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.130.147.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.145.162.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.130.148.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.67.84.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.70.99.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.83.101.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.42.62.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.49.69.MP4,,
