video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.74.105.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.171.208.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.189.204.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.204.219.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.157.175.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.94.112.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.477.502.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.499.524.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.504.526.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.513.535.MP4,,
