video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.285.289.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.391.422.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.41.59.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.56.74.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.247.270.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.183.207.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.107.129.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.110.132.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.358.382.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.367.391.MP4,,
