video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.113.117.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.212.216.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.214.238.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.229.253.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.360.382.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.297.319.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.596.619.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.618.641.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.196.212.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.205.221.MP4,,
