video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.356.364.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.453.469.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.515.530.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.531.546.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.454.470.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.390.407.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.234.257.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.234.258.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.272.295.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.281.303.MP4,,
