video_id,video_files
1,Rightside_window_user_id_24491_NoAudio_1.24491.411.414.MP4,,
2,Rightside_window_user_id_24491_NoAudio_0.24491.505.509.MP4,,
3,Right_side_window_User_id_24026_NoAudio_3.24026.8.31.MP4,,
4,Right_side_window_User_id_24026_NoAudio_4.24026.23.46.MP4,,
5,Rightside_window_user_id_35133_NoAudio_0.35133.422.445.MP4,,
6,Rightside_window_user_id_35133_NoAudio_2.35133.359.380.MP4,,
7,Right_side_window_User_id_38058_NoAudio_0.38508.325.350.MP4,,
8,Right_side_window_User_id_38058_NoAudio_1.38508.328.353.MP4,,
9,Right_window_user_id_49381_NoAudio_0.49381.426.442.MP4,,
10,Right_window_user_id_49381_NoAudio_1.49381.435.451.MP4,,
